"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Q_RecaptchaScore","consent_q","attn_1","attn_2","AIPresent_Capability_1","AIPresent_Trust_1","AIPresent_Why","SelfPresent_Capabili_1","SelfPresent_Trust_1","SelfPresent_Why","AIAbsent_Capability_1","AIAbsent_Trust_1","AIAbsent_Why","SelfAbsent_Capabilit_1","SelfAbsent_Trust_1","Absent_Why","AIAdjacent_Capabilit_1","AIAdjacent_Trust_1","AIAdjacent_Why","SelfAdjacent_Capabil_1","SelfAdjacent_Trust_1","SelfAdjacent_Why","AIBaseline_Capabilit_1","AIBaseline_Trust_1","AIBaseline_Why1","SelfBaseline_Capabil_1","SelfBaseline_Trust_1","SelfBaseline_Why","comp_images","AI_Familiarity_1","Visual_Familiarity_1","gender","gender_5_TEXT","age","education","education_8_TEXT","income","FL_7_DO"
"2024-12-13 14:42:18","2024-12-13 14:45:05","0","100","167","1","2024-12-13 14:45:06","R_3hpdfk9QnHACzLP","anonymous","EN","1","1","1","2","","","","","","","70","80","If I look at the image I can imagine using the blocks someone standing in front of the window.  As a result I believe this is what the AI sees as well.","","","","","","","","","","","","","","","","2","70","55","1","","54","4","","10","AI-BackgroundAbsentCondition"
"2024-12-13 14:40:58","2024-12-13 14:45:07","0","100","248","1","2024-12-13 14:45:07","R_3lXLX8aEz4PUUkP","anonymous","EN","1","1","1","2","","","","","","","","","","","","","67","89","The AI system was able to detect things in the environment just like an human eyes would ","","","","","","","","","","2","100","100","2","","28","4","","13","AI-BackgroundAdjacentCondition"
"2024-12-13 14:41:50","2024-12-13 14:45:07","0","100","196","1","2024-12-13 14:45:08","R_1imU0HfiBYzhfGd","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","88","85","It seems obvious what theyre doing in the picture.  The person is looking in the window holding a gun with a ski mask on.","2","13","4","1","","40","4","","11","Self-BaselineCondition"
"2024-12-13 14:42:14","2024-12-13 14:45:10","0","100","175","1","2024-12-13 14:45:10","R_31ZUeOJZiZCHGmT","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","78","60","I'm a little distrustful of AI and I've seen the slop that AI image generators create, so I'm a little skeptical that AI could interpret this behavior accurately, even with how clear this image is. ","","","","2","75","25","1","","25","4","","11","AI-BaselineCondition"
"2024-12-13 14:44:42","2024-12-13 14:45:12","0","100","29","1","2024-12-13 14:45:12","R_3kWuVZ8j5kNF6Tv","anonymous","EN","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 14:44:54","2024-12-13 14:45:15","0","100","20","1","2024-12-13 14:45:16","R_1s78S0SNqYHfEZ9","anonymous","EN","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 14:43:46","2024-12-13 14:45:16","0","100","90","1","2024-12-13 14:45:17","R_7E9LhNMNTIxGqDU","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","100","50","It's a pretty obvious picture, you can tell the person is looking in the window and has a gun.","","","","2","54","0","2","","44","3","","11","AI-BaselineCondition"
"2024-12-13 14:43:46","2024-12-13 14:45:17","0","100","91","1","2024-12-13 14:45:17","R_169Iax0tMIQSQAM","anonymous","EN","1","1","1","2","0","0","It's simply labeling them without any other information, it's up to an actual person to decipher any possible intentions.","","","","","","","","","","","","","","","","","","","","","","2","50","50","1","","32","1","","12","AI-BackgroundPresentCondition"
"2024-12-13 14:44:38","2024-12-13 14:45:18","0","100","39","1","2024-12-13 14:45:18","R_1dLtD4ySrv9P9HH","anonymous","EN","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 14:42:41","2024-12-13 14:45:19","0","100","157","1","2024-12-13 14:45:19","R_3I4si9sWgzsjorH","anonymous","EN","1","1","1","2","","","","","","","","","","","","","75","15","I don't believe AI can interpret behavior or intent but it definitely could determine if a person is actively looking through a window. ","","","","","","","","","","2","84","52","1","","29","4","","12","AI-BackgroundAdjacentCondition"
"2024-12-13 14:41:51","2024-12-13 14:45:19","0","100","208","1","2024-12-13 14:45:20","R_6H2npG3wz4oaXOX","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","100","100","The person in the image above is clearly seen so I can accurately give a interpretation of the image.","2","70","10","1","","28","4","","13","Self-BaselineCondition"
"2024-12-13 14:43:11","2024-12-13 14:45:25","0","100","133","1","2024-12-13 14:45:25","R_7otDbg7x7VbTNX1","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","92","70","I feel like AI is advanced by now and it has such a large dataset of human activity that it can probably predict behavior well","","","","2","80","29","2","","23","4","","9","AI-BaselineCondition"
"2024-12-13 14:43:03","2024-12-13 14:45:29","0","100","145","1","2024-12-13 14:45:29","R_7ik9cnm4UyWRbxs","anonymous","EN","1","1","1","2","","","","","","","61","61","It seems like the intersection of the various boxes can probably identify a person in the image.","","","","","","","","","","","","","","","","2","81","65","1","","62","5","","10","AI-BackgroundAbsentCondition"
"2024-12-13 14:42:28","2024-12-13 14:45:31","0","100","182","1","2024-12-13 14:45:32","R_22zzqZAFk675CL4","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","90","73","The person has their hand up as if they are blocking sunlight/glare to see better as they look toward what appears to be a glass window.","","","","","","","2","72","51","1","","61","5","","13","Self-BackgroundAdjacentCondition"
"2024-12-13 14:44:57","2024-12-13 14:45:32","0","100","35","1","2024-12-13 14:45:32","R_6ZD2mjn0fHig73E","anonymous","EN","0.8999999761581421","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 14:44:01","2024-12-13 14:45:33","0","100","92","1","2024-12-13 14:45:33","R_1cTl8GDKLQuOKOu","anonymous","EN","1","1","1","2","","","","","","","","","","0","0","I don't think I can tell anything based on the drawing.","","","","","","","","","","","","","2","100","5","2","","38","5","","12","Self-BackgroundAbsentCondition"
"2024-12-13 14:42:31","2024-12-13 14:45:36","0","100","184","1","2024-12-13 14:45:36","R_5dca65WQ7NuZ4n6","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","100","100","AI can take basic actions like interpreting behavior so long as it has the necessary data and the image is clear on what the person is doing.","","","","2","100","100","1","","43","4","","9","AI-BaselineCondition"
"2024-12-13 14:41:32","2024-12-13 14:45:38","0","100","246","1","2024-12-13 14:45:38","R_7CK7k33CoLXc4mO","anonymous","EN","1","1","1","2","68","43","In this case it is accurate but in others it might not be.","","","","","","","","","","","","","","","","","","","","","","2","71","31","2","","65","5","","13","AI-BackgroundPresentCondition"
"2024-12-13 14:41:12","2024-12-13 14:45:39","0","100","267","1","2024-12-13 14:45:40","R_7CWiDGK9dIhNCe8","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","92","82","the image appears to show a window with a person looking at and using their hand to shield the glare so they can see through it","","","","2","78","34","1","","48","4","","10","AI-BaselineCondition"
"2024-12-13 14:42:39","2024-12-13 14:45:40","0","100","180","1","2024-12-13 14:45:40","R_1Ctn9aqIg6pvfmF","anonymous","EN","1","1","1","2","","","","","","","","","","","","","76","96","Because all the situations seem plausable and I would feel confident in the security","","","","","","","","","","2","50","38","2","","46","3","","13","AI-BackgroundAdjacentCondition"
"2024-12-13 14:44:54","2024-12-13 14:45:45","0","100","51","1","2024-12-13 14:45:46","R_3kOh6kHBGTFc14S","anonymous","EN","1","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 14:41:01","2024-12-13 14:45:47","0","100","285","1","2024-12-13 14:45:48","R_1zNpHDoOKPncgSe","anonymous","EN","1","1","1","2","","","","","","","","","","70","90","Based on the image, I assume the person would look into the window as it overlaps the window and it's human nature to look outside a window given there's nothing else in the room, only just a wall and window","","","","","","","","","","","","","2","85","75","1","","20","1","","12","Self-BackgroundAbsentCondition"
"2024-12-13 14:43:56","2024-12-13 14:45:49","0","100","113","1","2024-12-13 14:45:50","R_1oO2hvWBt5iiFSF","anonymous","EN","1","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 14:43:41","2024-12-13 14:45:50","0","100","129","1","2024-12-13 14:45:51","R_3ReInMFfTc7wvxX","anonymous","EN","1","1","1","2","","","","","","","16","0","The areas boxed off don't align with AI is telling us.","","","","","","","","","","","","","","","","2","31","0","1","","56","4","","13","AI-BackgroundAbsentCondition"
"2024-12-13 14:44:12","2024-12-13 14:45:54","0","100","101","1","2024-12-13 14:45:54","R_5gSJGcXsQbYclbx","anonymous","EN","1","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 14:41:03","2024-12-13 14:45:54","0","100","291","1","2024-12-13 14:45:54","R_1dZamdFnhYgMbrr","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","100","100","I think the AI system can see and dectect that the person has a mask on, they're wearing all black, and are holding a gun while looking into a window and not knocking on the door.  ","","","","2","24","8","2","","41","4","","12","AI-BaselineCondition"
"2024-12-13 14:42:29","2024-12-13 14:45:55","0","100","205","1","2024-12-13 14:45:55","R_6zvXW5MMEHp57ON","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","100","100","I can see that the person is masked and looking in the window.","","","","","","","2","80","87","2","","72","4","","11","Self-BackgroundAdjacentCondition"
"2024-12-13 14:42:06","2024-12-13 14:45:58","0","100","231","1","2024-12-13 14:45:58","R_614fKwz6Cvdr0B3","anonymous","EN","1","1","1","2","","","","","","","","","","","","","70","39","while it seems it can tell there’s a person, a wall and a window nothing shows that it recognizes what's happening it just knows what's there","","","","","","","","","","2","80","50","1","","21","3","","12","AI-BackgroundAdjacentCondition"
"2024-12-13 14:43:18","2024-12-13 14:45:58","0","100","159","1","2024-12-13 14:45:58","R_6mxYwZ7LIbTJjKr","anonymous","EN","1","1","1","2","","","","","","","","","","14","0","Because the image doesn't show where the person (if it is a person) is looking","","","","","","","","","","","","","2","79","41","1","","66","3","","12","Self-BackgroundAbsentCondition"
"2024-12-13 14:43:10","2024-12-13 14:46:00","0","100","169","1","2024-12-13 14:46:00","R_7CEimOtPlJMb0sI","anonymous","EN","0.8999999761581421","1","1","2","75","30","It can detect if a person is looking into the window because the person is standing right next to it, but it cannot accurately detect behavior of people like the one in the image because the person may be looking away, etc.","","","","","","","","","","","","","","","","","","","","","","2","76","62","1","","21","1","","10","AI-BackgroundPresentCondition"
"2024-12-13 14:44:27","2024-12-13 14:46:00","0","100","93","1","2024-12-13 14:46:01","R_1LBiRqWJMb7MDUk","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","100","95","I believe it accurately depicted what was in the picture based on body language and a natural assumption.","","","","2","90","60","2","","24","4","","12","AI-BaselineCondition"
"2024-12-13 14:42:39","2024-12-13 14:46:00","0","100","201","1","2024-12-13 14:46:01","R_3fQ6TghLpKa6waR","anonymous","EN","0.8999999761581421","1","1","2","","","","","","","","","","","","","","","","","","","100","100","The image obviously shows an individual peering in through a window in a house. ","","","","2","70","0","1","","36","3","","10","AI-BaselineCondition"
"2024-12-13 14:42:50","2024-12-13 14:46:05","0","100","195","1","2024-12-13 14:46:06","R_5NFTRzaxOgCqhIl","anonymous","EN","1","1","1","2","","","","99","100","The person has a mask on, and a gun. He doesn't appear to be the homeowner.","","","","","","","","","","","","","","","","","","","2","96","60","1","","57","5","","12","Self-BackgroundPresentCondition"
"2024-12-13 14:43:19","2024-12-13 14:46:07","0","100","167","1","2024-12-13 14:46:07","R_3nPbvtUiST7rlTn","anonymous","EN","1","1","1","2","","","","100","95","I see him looking in the window. there's a very small chance it is cosplay or a game I'm not aware of ","","","","","","","","","","","","","","","","","","","2","80","75","1","","40","4","","10","Self-BackgroundPresentCondition"
"2024-12-13 14:44:08","2024-12-13 14:46:10","0","100","122","1","2024-12-13 14:46:11","R_5O13J70CGYTlItj","anonymous","EN","1","1","1","2","","","","","","","","","","","","","10","30","I'm not sure how the AI will determine what direction a person is facing with squares alone","","","","","","","","","","2","70","30","1","","32","3","","14","AI-BackgroundAdjacentCondition"
"2024-12-13 14:45:41","2024-12-13 14:46:11","0","100","29","1","2024-12-13 14:46:11","R_7ozitLvGN8QEx68","anonymous","EN","1","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 14:43:07","2024-12-13 14:46:13","0","100","185","1","2024-12-13 14:46:13","R_3GRcK1eo9Z1gfh7","anonymous","EN","1","1","1","2","0","0","I believe that the software can only detect objects and cannot detect or interpret behavior ","","","","","","","","","","","","","","","","","","","","","","2","100","100","1","","44","4","","12","AI-BackgroundPresentCondition"
"2024-12-13 14:42:43","2024-12-13 14:46:13","0","100","209","1","2024-12-13 14:46:14","R_1KcLJOuWlqr9Dhm","anonymous","EN","1","1","1","2","","","","","","","","","","40","35","I found the picture difficult to interpret without additional information.","","","","","","","","","","","","","2","60","44","1","","36","3","","14","Self-BackgroundAbsentCondition"
"2024-12-13 14:43:56","2024-12-13 14:46:22","0","100","145","1","2024-12-13 14:46:22","R_5B5rZpMlJZeR0QL","anonymous","EN","1","1","1","2","","","","","","","","","","","","","20","10","While the system may be able to detect that a person is close to the window, it has no idea of who the person is, what their intent is, or whether they are looking in or simply standing close to it.","","","","","","","","","","2","70","60","1","","37","6","","10","AI-BackgroundAdjacentCondition"
"2024-12-13 14:42:08","2024-12-13 14:46:22","0","100","253","1","2024-12-13 14:46:22","R_6fqUrUKAC9KHkR0","anonymous","EN","0.5","1","1","2","","","","100","100","It seems clear that the person is looking in the window, and is dressed so that he/she won't be identified.","","","","","","","","","","","","","","","","","","","2","20","0","2","","66","1","","15","Self-BackgroundPresentCondition"
"2024-12-13 14:44:54","2024-12-13 14:46:22","0","100","87","1","2024-12-13 14:46:22","R_1VR8SGyACbhN0XA","anonymous","EN","1","1","1","2","84","80","AI is pretty good at describing images from my personal usage","","","","","","","","","","","","","","","","","","","","","","2","83","86","1","","20","3","","12","AI-BackgroundPresentCondition"
"2024-12-13 14:42:48","2024-12-13 14:46:23","0","100","215","1","2024-12-13 14:46:24","R_6w9DvNKLsFEuzNT","anonymous","EN","1","1","1","2","","","","","","","","","","","","","63","38","AI could see that a person is next to a window but it couldn't possibly interpret what exact action the person was doing without a camera of sorts watching ","","","","","","","","","","2","60","6","2","","27","6","","11","AI-BackgroundAdjacentCondition"
"2024-12-13 14:43:00","2024-12-13 14:46:24","0","100","204","1","2024-12-13 14:46:24","R_3n23FpZYS0y9BH3","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","90","90","Man is looking into the window, shading his eyes to see into the darker interior of the house. He is clearly armed and masked; he intends to do harm and commit crimes.","2","75","70","1","","59","2","","14","Self-BaselineCondition"
"2024-12-13 14:43:09","2024-12-13 14:46:25","0","100","196","1","2024-12-13 14:46:26","R_5N9MTqr0uYYKrrz","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","86","28","it is impossible to accuately interpret behavior from an image, I can make an educated guess but can't guarantee it will be accurate.","2","73","4","2","","37","1","","9","Self-BaselineCondition"
"2024-12-13 14:42:47","2024-12-13 14:46:25","0","100","218","1","2024-12-13 14:46:26","R_1etqXLD0V46JbLj","anonymous","EN","1","1","1","2","","","","","","","77","27","as much as it could be perceiving the person looking out the window it also simply could be misperceiving the size of both the person and the window in which case it is inaccurately interpreting the image","","","","","","","","","","","","","","","","2","100","88","2","","23","1","","14","AI-BackgroundAbsentCondition"
"2024-12-13 14:42:22","2024-12-13 14:46:26","0","100","243","1","2024-12-13 14:46:26","R_3Fm6ApiLHJMXv1W","anonymous","EN","1","1","1","2","","","","","","","","","","20","25","Based on the image above, I think there could be many interpretations to what is happening. I don't think there is enough information to make an accurate conclusion","","","","","","","","","","","","","2","66","35","1","","39","5","","10","Self-BackgroundAbsentCondition"
"2024-12-13 14:41:39","2024-12-13 14:46:26","0","100","286","1","2024-12-13 14:46:26","R_1PmKAg82AyHeZvr","anonymous","EN","1","1","1","2","","","","","","","","","","36","18","Just because a person is next to a window does not mean they are looking at it. They may be leaning on it.","","","","","","","","","","","","","2","81","62","2","","28","6","","13","Self-BackgroundAbsentCondition"
"2024-12-13 14:44:01","2024-12-13 14:46:27","0","100","145","1","2024-12-13 14:46:28","R_78UNUImqATZOwEb","anonymous","EN","1","1","1","2","","","","","","","","","","19","0","The AI image only shows the relative position of three objects. It says nothing to the intention of the person, or which direction the person is facing, or what is happening.","","","","","","","","","","","","","2","72","42","1","","40","4","","11","Self-BackgroundAbsentCondition"
"2024-12-13 14:45:56","2024-12-13 14:46:33","0","100","37","1","2024-12-13 14:46:34","R_5DqCoWY0eggzP7V","anonymous","EN","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 14:43:59","2024-12-13 14:46:33","0","100","154","1","2024-12-13 14:46:34","R_7sYgmk438isbY03","anonymous","EN","1","1","1","2","12","7","THE PERSON CAN BE TURNED AROUND LOOKING OUTWARDS NOT INWARDS SO IT ISNT THAT ACCURATE THE A.I SYSTEM","","","","","","","","","","","","","","","","","","","","","","2","97","94","1","","42","4","","9","AI-BackgroundPresentCondition"
"2024-12-13 14:42:02","2024-12-13 14:46:33","0","100","271","1","2024-12-13 14:46:34","R_1FlzOo5cMZAhpjW","anonymous","EN","1","1","1","2","","","","","","","20","20","I think an AI camera like this one, is more likely to be able to determine the space that is being taken up by a moving object (Person in this case) but not really be able to see what they are doing, since it registers a person as a box taking up a lot of space.","","","","","","","","","","","","","","","","2","80","60","2","","25","4","","13","AI-BackgroundAbsentCondition"
"2024-12-13 14:44:18","2024-12-13 14:46:34","0","100","135","1","2024-12-13 14:46:34","R_1dEZ9LqiFuNezp2","anonymous","EN","1","1","1","2","","","","","","","","","","","","","92","82","There appears to be enough context to decide these things.","","","","","","","","","","2","81","50","1","","38","5","","11","AI-BackgroundAdjacentCondition"
"2024-12-13 14:44:03","2024-12-13 14:46:38","0","100","154","1","2024-12-13 14:46:38","R_5fdniqsp8Vy2D3L","anonymous","EN","1","1","1","2","100","100","It clearly shows a masked person looking into a window with a gun in one hand","","","","","","","","","","","","","","","","","","","","","","2","82","2","2","","","3","","11","AI-BackgroundPresentCondition"
"2024-12-13 14:44:50","2024-12-13 14:46:40","0","100","110","1","2024-12-13 14:46:41","R_1t1K1CEqMaJZQ4x","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","100","100","It appears that this is a burglar looking into a house window ","","","","","","","2","70","41","2","","32","5","","11","Self-BackgroundAdjacentCondition"
"2024-12-13 14:45:22","2024-12-13 14:46:45","0","100","82","1","2024-12-13 14:46:46","R_35KMGOKR5XPkP7Z","anonymous","EN","1","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 14:43:06","2024-12-13 14:46:46","0","100","220","1","2024-12-13 14:46:46","R_5LnucPd4UKrO1O2","anonymous","EN","1","1","1","2","","","","","","","","","","","","","100","100","its clear that the person is looking in the window","","","","","","","","","","2","64","77","2","","39","1","","11","AI-BackgroundAdjacentCondition"
"2024-12-13 14:43:23","2024-12-13 14:46:46","0","100","203","1","2024-12-13 14:46:47","R_3q9wCg4cZ69fYWv","anonymous","EN","1","1","1","2","","","","81","56","Can't interpret the behavior. Person has a gun but not sure what he is doing.","","","","","","","","","","","","","","","","","","","2","60","33","1","","76","3","","13","Self-BackgroundPresentCondition"
"2024-12-13 14:43:48","2024-12-13 14:46:47","0","100","178","1","2024-12-13 14:46:47","R_58AmtK8AratiuDq","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","100","100","The clothes that the person is wearing and their carrying of a gun shows they have bad intentions and are scoping out a house via its window.","2","74","89","2","","36","1","","16","Self-BaselineCondition"
"2024-12-13 14:44:27","2024-12-13 14:46:47","0","100","139","1","2024-12-13 14:46:47","R_7fAEzyMzkBjKa3f","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","100","85","The person's outfit and gun and the fact that they're peering into someone's window indicates that they're a burglar.","","","","","","","2","100","57","2","","31","3","","15","Self-BackgroundAdjacentCondition"
"2024-12-13 14:42:38","2024-12-13 14:46:47","0","100","249","1","2024-12-13 14:46:47","R_1tsoSXxaASvjb5s","anonymous","EN","1","1","1","2","","","","","","","","","","","","","60","10","The AI detects the person overlapping with the window, so I do think there may be a possibility it would deem is suspicious behavior but it could also be someone leaning on the window so it doesn't necessarily seem like it'd know that the person is looking through the window and detect that accurately.","","","","","","","","","","2","60","20","2","","24","8","2 yr college graduate","12","AI-BackgroundAdjacentCondition"
"2024-12-13 14:45:58","2024-12-13 14:46:49","0","100","50","1","2024-12-13 14:46:49","R_6VvoXCkI2oIA9dD","anonymous","EN","1","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 14:45:00","2024-12-13 14:46:51","0","100","110","1","2024-12-13 14:46:51","R_11FXgPCI8ivlsQn","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","100","100","He's clearly looking into a window. There's really not another interpretation I can think of!","2","50","50","2","","43","4","","11","Self-BaselineCondition"
"2024-12-13 14:45:20","2024-12-13 14:46:55","0","100","95","1","2024-12-13 14:46:55","R_5laj2Beey5TF7CW","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","81","65","It;s clear that he's looking through the window, and his clothing makes him appear to be some kind of robber.","2","71","0","2","","19","3","","11","Self-BaselineCondition"
"2024-12-13 14:43:47","2024-12-13 14:46:56","0","100","189","1","2024-12-13 14:46:56","R_3KiGfHcLfkGU28r","anonymous","EN","0.6000000238418579","1","1","2","","","","","","","","","","","","","","","","100","100","The attire, unofficial look, while carrying a gun. Threat coming from outside, not inside defending.","","","","","","","2","60","50","1","","32","1","","14","Self-BackgroundAdjacentCondition"
"2024-12-13 14:44:56","2024-12-13 14:46:57","0","100","121","1","2024-12-13 14:46:58","R_7qsBve7fa1fkECH","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","78","69","I feel like AI could detect a covered face and a gun and put two and two together that something is wrong.","","","","2","63","9","1","","36","4","","11","AI-BaselineCondition"
"2024-12-13 14:43:27","2024-12-13 14:46:57","0","100","210","1","2024-12-13 14:46:58","R_5Cs4UWe0WaXYoqN","anonymous","EN","1","1","1","2","","","","100","100","The person has a gun in hand and looking into window","","","","","","","","","","","","","","","","","","","2","10","0","1","","64","4","","15","Self-BackgroundPresentCondition"
"2024-12-13 14:43:30","2024-12-13 14:46:58","0","100","208","1","2024-12-13 14:46:58","R_12R63tTrcVvKQqq","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","100","100","The picture clearly shows some dude in a totally black thief outfit, concealing as much physical information as possible. The guy's holding a gun and checking out the window, probably to see if there's people inside. He's even doing it in broad daylight, which tells me this guy doesn't care about causing violence at all. In short, it's a dangerous criminal with an obvious intent to harm people and steal stuff.","2","100","100","1","","42","4","","14","Self-BaselineCondition"
"2024-12-13 14:41:19","2024-12-13 14:46:58","0","100","338","1","2024-12-13 14:46:58","R_7mC9CEEXwmRSxDr","anonymous","EN","1","1","1","2","","","","","","","","","","","","","32","25","What the camera interprets is too abstract. I don't think it could properly understand human behaviors this way.","","","","","","","","","","2","74","63","2","","30","4","","14","AI-BackgroundAdjacentCondition"
"2024-12-13 14:41:38","2024-12-13 14:46:58","0","100","320","1","2024-12-13 14:46:59","R_5FD27eU4qAHpLkl","anonymous","EN","0.699999988079071","1","1","2","","","","85","60","I can not really tell what he is doing. I can only tell the way it appears from what I see and I see about 90% of the picture.","","","","","","","","","","","","","","","","","","","2","74","4","2","","55","4","","10","Self-BackgroundPresentCondition"
"2024-12-13 14:44:27","2024-12-13 14:47:01","0","100","154","1","2024-12-13 14:47:02","R_5l9bgWPdKK9DBTj","anonymous","EN","1","1","1","2","","","","","","","","","","90","80","It's usually kind of creepy to be peeping into a window.","","","","","","","","","","","","","2","55","16","2","","31","1","","12","Self-BackgroundAbsentCondition"
"2024-12-13 14:43:24","2024-12-13 14:47:06","0","100","221","1","2024-12-13 14:47:06","R_1Ptn7ZAAgCuYEUa","anonymous","EN","1","1","1","2","","","","","","","","","","","","","91","92","I think the Ai can make pretty logical conclusions based on what it is identifying ","","","","","","","","","","2","90","9","1","","33","1","","14","AI-BackgroundAdjacentCondition"
"2024-12-13 14:45:54","2024-12-13 14:47:06","0","100","72","1","2024-12-13 14:47:07","R_25ppNXVWgsDsTDP","anonymous","EN","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 14:42:49","2024-12-13 14:47:07","0","100","257","1","2024-12-13 14:47:07","R_4363EOT6tReFFjr","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","94","95","i think this is one of the most basic scenarios so an ai camera should be ablee to detect and interpret it","","","","2","90","59","1","","19","1","","12","AI-BaselineCondition"
"2024-12-13 14:42:43","2024-12-13 14:47:08","0","100","265","1","2024-12-13 14:47:08","R_1lsriQMjAY6KWFn","anonymous","EN","1","1","1","2","95","90","It appears the AI can spot the difference between the person and the objects.","","","","","","","","","","","","","","","","","","","","","","2","95","8","2","","43","5","","11","AI-BackgroundPresentCondition"
"2024-12-13 14:45:20","2024-12-13 14:47:08","0","100","107","1","2024-12-13 14:47:08","R_6gNmbXub1kV5K6h","anonymous","EN","1","1","1","2","85","90","The AI identified the person and the window, so it likely knows they are next to each other.","","","","","","","","","","","","","","","","","","","","","","2","90","80","1","","29","4","","12","AI-BackgroundPresentCondition"
"2024-12-13 14:43:49","2024-12-13 14:47:08","0","100","199","1","2024-12-13 14:47:09","R_3a5TMhWeEb1IZu9","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","94","85","The man certainly appears to be looking into the window, and based on the way he is dressed, wearing a ski mask and holding a gun it strongly appears that is behavior is crime-related.","2","83","84","1","","56","4","","14","Self-BaselineCondition"
"2024-12-13 14:44:51","2024-12-13 14:47:09","0","100","138","1","2024-12-13 14:47:09","R_159Ox47DtcdMBLb","anonymous","EN","1","1","1","2","","","","100","100","The person is dressed as a burglar and he is holding a gun.","","","","","","","","","","","","","","","","","","","2","100","20","2","","49","4","","12","Self-BackgroundPresentCondition"
"2024-12-13 14:41:01","2024-12-13 14:47:09","0","100","368","1","2024-12-13 14:47:10","R_3CHGeC8F3v3OTjr","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","75","33","It looks like a person looking into the window but you can never know completely for sure so it's hard to trust an AI.","","","","2","85","8","1","","24","4","","13","AI-BaselineCondition"
"2024-12-13 14:44:22","2024-12-13 14:47:13","0","100","171","1","2024-12-13 14:47:14","R_1PppvYpu4EUEwS9","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","92","92","It can accurately interpret the behavior of the person in the image as it already has stored information in its system/model that resembles what the person looking into the window is doing.","","","","2","88","87","2","","26","4","","12","AI-BaselineCondition"
"2024-12-13 14:44:43","2024-12-13 14:47:14","0","100","151","1","2024-12-13 14:47:15","R_7CPhXQofoxA9qEq","anonymous","EN","1","1","1","2","","","","100","100","the person has a gun and is looking in a window dressed suspiciously, therefore it is safe to deduce that the person is looking into the window","","","","","","","","","","","","","","","","","","","2","70","77","2","","47","3","","14","Self-BackgroundPresentCondition"
"2024-12-13 14:45:16","2024-12-13 14:47:15","0","100","119","1","2024-12-13 14:47:15","R_1E1fzN5cSTRCW6Q","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","100","100","They both are accurate with what they see in the window.","2","92","39","1","","45","2","","14","Self-BaselineCondition"
